ID,매물확인방식,보증금,월세,전용면적,해당층,총층,방향,방수,욕실수,주차가능여부,총주차대수,관리비,중개사무소,제공플랫폼,게재일,허위매물여부
TRAIN_1376,현장확인,356500000.0,220000,,3.0,4.0,남향,1.0,1.0,가능,2.0,5,w94Qb4G0K5,B플랫폼,2024-11-21,0
TRAIN_1377,서류확인,161500000.0,380000,19.83,3.0,4.0,서향,1.0,1.0,불가능,,8,K25cF2K7X6,B플랫폼,2024-09-28,0
TRAIN_1378,서류확인,107000000.0,260000,,3.0,3.0,남향,1.0,1.0,가능,1.0,0,W02qh9Z4E0,E플랫폼,2024-10-04,0
TRAIN_1379,현장확인,347500000.0,480000,,4.0,6.0,남향,2.0,1.0,가능,4.0,7,j96GJ1G2T3,D플랫폼,2024-10-02,0
TRAIN_1380,서류확인,136500000.0,640000,19.83,7.0,7.0,남서향,1.0,1.0,가능,3.0,5,y83fz3N4Q6,B플랫폼,2024-10-23,0
TRAIN_1381,현장확인,112000000.0,140000,24.62,3.0,9.0,남서향,1.0,1.0,가능,10.0,0,r82ax9M3U3,B플랫폼,2024-10-01,0
TRAIN_1382,현장확인,191500000.0,160000,17.5,,16.0,남향,1.0,1.0,불가능,,9,Q42YF3Y0I2,A플랫폼,2024-09-14,0
TRAIN_1383,전화확인,339500000.0,580000,19.29,4.0,14.0,남향,1.0,1.0,가능,2.0,4,G52Iz8V2B9,A플랫폼,2023-12-24,0
TRAIN_1384,현장확인,170500000.0,170000,,,4.0,동향,2.0,1.0,불가능,,0,A40fe5W3A7,D플랫폼,2024-03-14,1
TRAIN_1385,현장확인,173500000.0,80000,,3.0,6.0,동향,1.0,1.0,불가능,1.0,12,r16Dr6Z7C3,G플랫폼,2024-05-30,1
TRAIN_1386,현장확인,373000000.0,100000,38.59,3.0,6.0,남동향,2.0,1.0,가능,4.0,9,n74bA7B3O7,G플랫폼,2024-10-21,0
TRAIN_1387,전화확인,136500000.0,680000,,2.0,3.0,남향,2.0,1.0,불가능,,0,M02bn7Y4P0,A플랫폼,2024-12-31,0
TRAIN_1388,서류확인,336500000.0,740000,34.45,6.0,6.0,동향,1.0,1.0,가능,,0,r96CF3I0N9,B플랫폼,2024-11-01,0
TRAIN_1389,서류확인,406500000.0,450000,46.35,5.0,6.0,남향,2.0,1.0,가능,26.0,0,r82ax9M3U3,B플랫폼,2024-04-08,1
TRAIN_1390,현장확인,188000000.0,290000,,5.0,6.0,남동향,2.0,1.0,불가능,,0,H90uE4C0W5,A플랫폼,2024-12-13,0
TRAIN_1391,전화확인,127000000.0,620000,19.83,4.0,4.0,남향,1.0,1.0,불가능,,0,f28iD1U4F3,B플랫폼,2024-11-11,0
TRAIN_1392,전화확인,177000000.0,160000,34.77,16.0,18.0,북서향,1.0,1.0,가능,38.0,5,G52Iz8V2B9,A플랫폼,2024-11-26,0
TRAIN_1393,현장확인,9500000.0,650000,,3.0,5.0,서향,2.0,1.0,가능,5.0,7,Y66qe5V3I9,A플랫폼,2024-12-19,0
TRAIN_1394,현장확인,174500000.0,550000,,2.0,4.0,서향,1.0,1.0,불가능,1.0,18,M02bn7Y4P0,D플랫폼,2023-08-31,1
TRAIN_1395,현장확인,9500000.0,670000,43.54,3.0,7.0,남향,2.0,1.0,가능,1.0,14,k52HR5N1Z1,C플랫폼,2024-11-17,0
TRAIN_1396,현장확인,160500000.0,630000,36.08,11.0,11.0,북동향,1.0,1.0,가능,49.0,7,G52Iz8V2B9,B플랫폼,2023-12-24,0
TRAIN_1397,서류확인,114000000.0,180000,,5.0,6.0,남향,2.0,1.0,가능,5.0,3,O47hX9Z3L9,A플랫폼,2024-12-17,0
TRAIN_1398,전화확인,12000000.0,160000,17.5,5.0,19.0,동향,2.0,2.0,불가능,11.0,0,G52Iz8V2B9,B플랫폼,2024-10-12,0
TRAIN_1399,서류확인,347500000.0,110000,30.8,2.0,6.0,남동향,1.0,1.0,가능,3.0,0,G95MY2L8J8,F플랫폼,2024-12-08,0
TRAIN_1400,현장확인,18500000.0,340000,17.5,4.0,11.0,남동향,1.0,1.0,가능,44.0,5,G52Iz8V2B9,C플랫폼,2024-05-17,0
TRAIN_1401,서류확인,149000000.0,490000,29.59,2.0,2.0,서향,1.0,1.0,가능,28.0,7,G52Iz8V2B9,A플랫폼,2024-10-31,0
TRAIN_1402,현장확인,109500000.0,620000,31.33,17.0,20.0,남향,1.0,1.0,불가능,16.0,3,G52Iz8V2B9,D플랫폼,2024-05-25,0
TRAIN_1403,현장확인,28500000.0,480000,,3.0,7.0,서향,1.0,1.0,가능,4.0,0,S06Ox3K4D9,A플랫폼,2024-10-07,0
TRAIN_1404,현장확인,399500000.0,710000,23.1,3.0,4.0,남동향,1.0,1.0,불가능,1.0,6,K86UF7I0P3,C플랫폼,2024-09-29,0
TRAIN_1405,현장확인,20500000.0,750000,18.4,2.0,6.0,동향,1.0,1.0,가능,,7,R44Eh5U8D6,B플랫폼,2024-11-20,0
TRAIN_1406,현장확인,26000000.0,260000,19.81,8.0,8.0,동향,1.0,1.0,가능,5.0,9,l65Og9F4U1,D플랫폼,2024-10-21,0
TRAIN_1407,현장확인,31500000.0,580000,27.33,5.0,6.0,남향,1.0,1.0,불가능,29.0,1,G52Iz8V2B9,B플랫폼,2024-08-01,0
TRAIN_1408,현장확인,408500000.0,460000,33.7,4.0,6.0,동향,2.0,1.0,불가능,34.0,5,G52Iz8V2B9,D플랫폼,2023-12-17,0
TRAIN_1409,현장확인,140000000.0,740000,24.01,,10.0,남서향,2.0,1.0,가능,8.0,6,r82ax9M3U3,B플랫폼,2024-09-11,0
TRAIN_1410,전화확인,397500000.0,10000,28.87,9.0,19.0,북서향,2.0,2.0,불가능,34.0,0,G52Iz8V2B9,A플랫폼,2024-09-23,0
TRAIN_1411,현장확인,367500000.0,170000,,5.0,5.0,남향,1.0,1.0,가능,,7,f28iD1U4F3,B플랫폼,2024-07-11,0
TRAIN_1412,현장확인,67000000.0,390000,,3.0,4.0,북서향,1.0,1.0,불가능,1.0,8,Z81Jv8Z5G2,H플랫폼,2024-05-15,0
TRAIN_1413,전화확인,86500000.0,20000,17.5,5.0,15.0,남향,1.0,1.0,가능,36.0,0,G52Iz8V2B9,A플랫폼,2024-09-05,0
TRAIN_1414,현장확인,85500000.0,480000,,2.0,3.0,동향,2.0,1.0,불가능,1.0,0,l95dK3P5E2,C플랫폼,2024-10-24,0
TRAIN_1415,현장확인,189000000.0,430000,41.2,3.0,8.0,동향,1.0,1.0,가능,5.0,0,X75NO1K3W1,D플랫폼,2024-10-22,0
TRAIN_1416,현장확인,141000000.0,430000,44.5,8.0,11.0,서향,1.0,1.0,불가능,19.0,4,G52Iz8V2B9,A플랫폼,2024-12-23,0
TRAIN_1417,현장확인,181000000.0,240000,28.39,9.0,13.0,남향,2.0,1.0,불가능,25.0,9,G52Iz8V2B9,E플랫폼,2024-05-16,0
TRAIN_1418,현장확인,373000000.0,230000,17.5,5.0,6.0,북향,1.0,1.0,가능,6.0,12,Y04yg0T7Z5,A플랫폼,2025-01-26,0
TRAIN_1419,현장확인,191500000.0,240000,41.88,,3.0,동향,2.0,1.0,불가능,,0,k74XT0T1B8,D플랫폼,2024-12-20,0
TRAIN_1420,서류확인,24000000.0,620000,19.83,,6.0,동향,1.0,1.0,불가능,,5,f28iD1U4F3,B플랫폼,2024-10-04,0
TRAIN_1421,현장확인,389500000.0,360000,17.5,7.0,7.0,남동향,1.0,1.0,가능,1.0,12,u92NN7A1E5,A플랫폼,2024-12-08,0
TRAIN_1422,현장확인,329500000.0,410000,17.5,7.0,11.0,북향,1.0,1.0,불가능,2.0,7,G52Iz8V2B9,C플랫폼,2024-06-19,0
TRAIN_1423,현장확인,11500000.0,360000,22.96,3.0,11.0,남향,1.0,1.0,가능,18.0,7,G52Iz8V2B9,B플랫폼,2023-12-11,0
TRAIN_1424,서류확인,90000000.0,570000,28.2,12.0,12.0,남동향,1.0,1.0,불가능,20.0,8,G52Iz8V2B9,C플랫폼,2023-12-24,0
TRAIN_1425,서류확인,103000000.0,620000,42.98,3.0,5.0,서향,2.0,1.0,가능,4.0,3,S00TK4T8K2,C플랫폼,2024-10-17,0
TRAIN_1426,전화확인,15000000.0,120000,,5.0,5.0,서향,1.0,1.0,불가능,,10,b87Td0W4Y3,C플랫폼,2024-11-03,0
TRAIN_1427,현장확인,177500000.0,150000,29.19,12.0,17.0,북서향,1.0,1.0,가능,38.0,9,G52Iz8V2B9,A플랫폼,2024-12-24,0
TRAIN_1428,현장확인,143500000.0,520000,26.45,2.0,3.0,서향,1.0,1.0,불가능,,3,f28iD1U4F3,B플랫폼,2024-12-23,0
TRAIN_1429,현장확인,11000000.0,740000,35.93,2.0,4.0,남향,2.0,1.0,불가능,,8,L43HH2L9R7,B플랫폼,2024-07-03,1
TRAIN_1430,현장확인,128500000.0,120000,,4.0,5.0,남향,2.0,1.0,가능,5.0,0,c44yg1K7W7,D플랫폼,2024-08-08,1
TRAIN_1431,서류확인,325500000.0,430000,17.5,7.0,7.0,서향,1.0,1.0,가능,4.0,17,n49su6P7O6,E플랫폼,2024-11-22,0
TRAIN_1432,현장확인,367500000.0,430000,26.76,19.0,21.0,서향,1.0,1.0,불가능,48.0,0,G52Iz8V2B9,C플랫폼,2024-11-29,0
TRAIN_1433,현장확인,156000000.0,40000,17.5,12.0,18.0,남향,2.0,1.0,불가능,31.0,11,G52Iz8V2B9,B플랫폼,2023-10-14,0
TRAIN_1434,현장확인,82500000.0,170000,32.59,3.0,9.0,남서향,1.0,1.0,가능,15.0,12,q30of0V4I3,G플랫폼,2024-10-07,0
TRAIN_1435,현장확인,7500000.0,150000,17.5,,16.0,동향,1.0,1.0,가능,34.0,9,b03oE4G3F6,A플랫폼,2025-01-30,0
TRAIN_1436,현장확인,390500000.0,690000,,3.0,4.0,동향,2.0,1.0,가능,3.0,0,Y15LM5Z8N3,E플랫폼,2024-11-24,0
TRAIN_1437,전화확인,99500000.0,670000,26.92,1.0,2.0,남향,1.0,1.0,불가능,13.0,0,G52Iz8V2B9,B플랫폼,2024-08-07,0
TRAIN_1438,현장확인,147000000.0,390000,38.18,8.0,19.0,서향,1.0,1.0,가능,34.0,3,G52Iz8V2B9,B플랫폼,2024-03-18,0
TRAIN_1439,현장확인,84000000.0,460000,,3.0,6.0,동향,1.0,1.0,불가능,3.0,0,J52gJ2E4T6,C플랫폼,2024-10-19,0
TRAIN_1440,현장확인,369000000.0,450000,,2.0,4.0,남향,2.0,1.0,불가능,,0,j53Hd6S5I4,D플랫폼,2024-11-26,0
TRAIN_1441,현장확인,116500000.0,160000,,3.0,4.0,남동향,1.0,1.0,불가능,1.0,0,Z81Jv8Z5G2,H플랫폼,2024-09-10,0
TRAIN_1442,현장확인,166500000.0,160000,,2.0,3.0,남향,2.0,1.0,불가능,,0,o80Xg3Q1Q7,A플랫폼,2024-12-22,0
TRAIN_1443,현장확인,141500000.0,120000,29.05,3.0,8.0,북동향,1.0,1.0,가능,37.0,0,G52Iz8V2B9,D플랫폼,2024-10-28,0
TRAIN_1444,현장확인,182000000.0,160000,32.59,3.0,9.0,남동향,2.0,1.0,가능,9.0,14,Z68ZJ6F6L4,A플랫폼,2024-09-20,0
TRAIN_1445,서류확인,106000000.0,10000,17.5,1.0,2.0,남서향,1.0,1.0,가능,14.0,10,G52Iz8V2B9,A플랫폼,2024-05-01,0
TRAIN_1446,현장확인,20500000.0,530000,,2.0,3.0,남향,1.0,1.0,불가능,,0,R12sm8W4R0,B플랫폼,2025-01-25,0
TRAIN_1447,현장확인,85000000.0,580000,22.8,6.0,9.0,동향,1.0,1.0,불가능,37.0,1,G52Iz8V2B9,A플랫폼,2023-11-20,0
TRAIN_1448,현장확인,11000000.0,380000,22.77,5.0,6.0,북향,2.0,1.0,불가능,4.0,17,W34sN1N8M0,B플랫폼,2023-12-02,1
TRAIN_1449,서류확인,337000000.0,490000,,2.0,3.0,남향,2.0,1.0,불가능,,0,M43GA8G1G7,A플랫폼,2024-09-15,0
TRAIN_1450,현장확인,121000000.0,710000,17.5,6.0,9.0,북서향,1.0,1.0,불가능,5.0,16,Z81Jv8Z5G2,H플랫폼,2024-05-01,1
TRAIN_1451,현장확인,105500000.0,570000,34.66,3.0,17.0,북서향,1.0,1.0,가능,16.0,1,G52Iz8V2B9,A플랫폼,2024-10-03,0
TRAIN_1452,전화확인,379000000.0,130000,30.63,1.0,4.0,남향,1.0,1.0,불가능,45.0,10,G52Iz8V2B9,A플랫폼,2023-12-01,0
TRAIN_1453,현장확인,166000000.0,460000,,2.0,3.0,남동향,2.0,1.0,불가능,,2,O18HJ6L0R2,A플랫폼,2024-09-24,0
TRAIN_1454,서류확인,87000000.0,470000,22.99,7.0,17.0,남향,1.0,1.0,가능,22.0,5,G52Iz8V2B9,B플랫폼,2024-12-01,0
TRAIN_1455,현장확인,352000000.0,570000,30.3,4.0,5.0,북향,1.0,1.0,가능,1.0,0,k52HR5N1Z1,C플랫폼,2025-01-17,0
TRAIN_1456,전화확인,338000000.0,620000,,5.0,6.0,동향,2.0,1.0,가능,7.0,1,Y04yg0T7Z5,B플랫폼,2025-01-05,0
TRAIN_1457,전화확인,141500000.0,660000,23.14,3.0,6.0,동향,1.0,1.0,불가능,,10,K95Xf2B9C6,A플랫폼,2024-10-30,0
TRAIN_1458,현장확인,331500000.0,730000,23.33,9.0,19.0,남동향,2.0,1.0,가능,26.0,0,G52Iz8V2B9,A플랫폼,2024-04-30,0
TRAIN_1459,현장확인,150500000.0,280000,,4.0,9.0,남서향,1.0,1.0,불가능,,13,D47oH9N4M3,B플랫폼,2024-06-18,1
TRAIN_1460,현장확인,29500000.0,580000,17.5,6.0,17.0,남향,1.0,1.0,가능,99.0,0,u56qH5I5H8,B플랫폼,2024-08-31,0
TRAIN_1461,서류확인,28000000.0,380000,,4.0,8.0,남서향,1.0,1.0,가능,5.0,4,o77mL4X3T8,C플랫폼,2024-11-08,0
TRAIN_1462,현장확인,112500000.0,590000,17.5,8.0,15.0,동향,1.0,1.0,가능,,0,n12ez5E0F1,B플랫폼,2024-07-31,1
TRAIN_1463,현장확인,351000000.0,610000,49.59,2.0,4.0,남향,2.0,1.0,가능,1.0,0,j90UQ8N6M3,B플랫폼,2024-10-13,0
TRAIN_1464,현장확인,148000000.0,380000,31.91,15.0,16.0,동향,2.0,1.0,가능,49.0,3,G52Iz8V2B9,D플랫폼,2024-04-13,0
TRAIN_1465,전화확인,143000000.0,740000,32.07,2.0,2.0,동향,1.0,1.0,가능,38.0,9,G52Iz8V2B9,C플랫폼,2024-06-11,0
TRAIN_1466,현장확인,103500000.0,300000,34.48,2.0,3.0,남동향,2.0,1.0,불가능,,0,S12iP7V0Q9,A플랫폼,2024-09-22,0
TRAIN_1467,현장확인,168500000.0,450000,,2.0,6.0,남향,1.0,1.0,가능,1.0,0,b87Td0W4Y3,C플랫폼,2024-12-16,0
TRAIN_1468,현장확인,120500000.0,40000,20.07,2.0,21.0,남향,1.0,1.0,불가능,35.0,7,G52Iz8V2B9,B플랫폼,2023-09-05,0
TRAIN_1469,서류확인,361000000.0,210000,24.01,,10.0,남서향,2.0,1.0,가능,8.0,1,r82ax9M3U3,B플랫폼,2024-06-30,1
TRAIN_1470,현장확인,29500000.0,580000,,2.0,3.0,북향,2.0,1.0,불가능,,5,L25uD9A1R8,A플랫폼,2024-06-28,1
TRAIN_1471,현장확인,147500000.0,350000,44.33,6.0,10.0,남동향,2.0,2.0,가능,43.0,0,G52Iz8V2B9,A플랫폼,2023-11-06,0
TRAIN_1472,현장확인,151000000.0,120000,,2.0,4.0,남향,2.0,1.0,불가능,,0,g15YB8N2R6,A플랫폼,2024-11-24,0
TRAIN_1473,현장확인,345500000.0,680000,37.83,4.0,5.0,남향,2.0,1.0,가능,6.0,6,U38lq5B5A8,A플랫폼,2024-10-07,0
TRAIN_1474,현장확인,10500000.0,100000,,3.0,3.0,동향,2.0,1.0,불가능,,0,x68FU7B0S3,A플랫폼,2024-03-20,1
TRAIN_1475,현장확인,144000000.0,330000,38.56,8.0,20.0,남향,1.0,1.0,불가능,6.0,0,G52Iz8V2B9,B플랫폼,2025-02-21,0
TRAIN_1476,현장확인,73000000.0,270000,17.5,,14.0,남향,1.0,1.0,가능,104.0,4,S12iP7V0Q9,A플랫폼,2024-09-19,0
TRAIN_1477,서류확인,137000000.0,270000,,4.0,4.0,동향,1.0,1.0,불가능,,0,d22DX4Y4P8,B플랫폼,2024-08-06,0
TRAIN_1478,현장확인,86000000.0,130000,19.43,3.0,6.0,북향,1.0,1.0,가능,4.0,9,W63TA3X9H5,A플랫폼,2025-01-11,0
TRAIN_1479,현장확인,370500000.0,210000,41.23,8.0,17.0,동향,1.0,1.0,가능,18.0,10,G52Iz8V2B9,C플랫폼,2024-11-01,0
TRAIN_1480,서류확인,409000000.0,410000,,,7.0,동향,2.0,1.0,가능,4.0,15,u56qH5I5H8,B플랫폼,2024-10-06,0
TRAIN_1481,현장확인,173000000.0,720000,23.1,2.0,4.0,남동향,1.0,1.0,불가능,,0,U93ap2F8Z1,C플랫폼,2024-08-17,0
TRAIN_1482,서류확인,29000000.0,320000,28.89,1.0,7.0,서향,1.0,1.0,가능,33.0,7,G52Iz8V2B9,A플랫폼,2024-04-14,0
TRAIN_1483,현장확인,22000000.0,520000,,5.0,6.0,남향,2.0,1.0,가능,6.0,4,W02qh9Z4E0,E플랫폼,2024-06-23,0
TRAIN_1484,전화확인,156000000.0,460000,19.53,7.0,20.0,남동향,1.0,1.0,가능,47.0,8,G52Iz8V2B9,C플랫폼,2023-12-29,0
TRAIN_1485,현장확인,168000000.0,500000,17.53,9.0,11.0,북서향,1.0,1.0,불가능,11.0,8,G52Iz8V2B9,B플랫폼,2023-11-09,0
TRAIN_1486,현장확인,19000000.0,80000,24.74,1.0,15.0,서향,1.0,1.0,가능,42.0,12,G52Iz8V2B9,D플랫폼,2024-09-19,0
TRAIN_1487,현장확인,21000000.0,250000,,2.0,4.0,남향,2.0,1.0,불가능,,0,T73aE8D6J9,A플랫폼,2025-01-06,0
TRAIN_1488,현장확인,356500000.0,560000,,,3.0,동향,2.0,1.0,불가능,,0,h32je0U3R6,B플랫폼,2024-06-20,1
TRAIN_1489,현장확인,30000000.0,650000,,2.0,3.0,동향,2.0,1.0,가능,2.0,0,b03oE4G3F6,A플랫폼,2024-10-15,0
TRAIN_1490,현장확인,136000000.0,420000,19.75,3.0,6.0,남향,1.0,1.0,불가능,4.0,0,v39SF6T6S7,A플랫폼,2024-11-01,0
TRAIN_1491,현장확인,138000000.0,470000,21.19,11.0,14.0,남향,1.0,1.0,가능,46.0,17,G52Iz8V2B9,B플랫폼,2024-04-26,0
TRAIN_1492,서류확인,17000000.0,70000,,4.0,5.0,동향,2.0,1.0,불가능,,0,N45gM0M7R0,B플랫폼,2024-10-18,0
TRAIN_1493,현장확인,182000000.0,420000,28.48,5.0,6.0,동향,2.0,1.0,가능,8.0,8,G80cC8L0A4,A플랫폼,2024-06-27,0
TRAIN_1494,현장확인,113000000.0,690000,,2.0,4.0,남향,2.0,1.0,가능,4.0,0,h29Tb4Z5T5,B플랫폼,2024-11-11,0
TRAIN_1495,현장확인,99500000.0,580000,29.01,2.0,4.0,동향,1.0,1.0,가능,29.0,5,G52Iz8V2B9,C플랫폼,2024-07-17,0
TRAIN_1496,현장확인,33000000.0,440000,30.21,2.0,9.0,남향,1.0,1.0,불가능,5.0,12,G52Iz8V2B9,B플랫폼,2024-03-15,0
TRAIN_1497,현장확인,9500000.0,260000,32.2,2.0,4.0,남향,2.0,1.0,불가능,,0,J19lz3U6S5,B플랫폼,2024-09-15,0
TRAIN_1498,전화확인,150000000.0,620000,22.62,8.0,17.0,동향,1.0,1.0,불가능,8.0,13,G52Iz8V2B9,B플랫폼,2024-08-26,0
TRAIN_1499,현장확인,145500000.0,390000,,3.0,4.0,동향,2.0,1.0,가능,1.0,4,A72Mx9C8U2,B플랫폼,2024-11-18,0
TRAIN_1500,현장확인,31000000.0,450000,,2.0,3.0,서향,2.0,1.0,불가능,,3,t30Ne9Y5A6,B플랫폼,2024-11-28,0
TRAIN_1501,전화확인,90000000.0,420000,17.5,7.0,7.0,남서향,1.0,1.0,가능,6.0,10,a76va4Q8Z5,B플랫폼,2024-10-11,0
TRAIN_1502,현장확인,161000000.0,290000,27.45,4.0,20.0,동향,1.0,1.0,불가능,33.0,0,G52Iz8V2B9,E플랫폼,2024-10-04,0
TRAIN_1503,현장확인,157500000.0,270000,17.5,4.0,6.0,북동향,1.0,1.0,불가능,,8,J52gJ2E4T6,C플랫폼,2024-06-13,0
TRAIN_1504,전화확인,343000000.0,560000,,2.0,5.0,동향,2.0,1.0,불가능,,1,D49QC8I7L2,A플랫폼,2024-11-02,0
TRAIN_1505,서류확인,8000000.0,590000,38.42,1.0,3.0,남향,1.0,1.0,불가능,26.0,8,G52Iz8V2B9,B플랫폼,2024-10-17,0
TRAIN_1506,현장확인,99000000.0,310000,24.68,3.0,7.0,남서향,1.0,1.0,가능,19.0,10,G52Iz8V2B9,B플랫폼,2024-08-01,0
TRAIN_1507,현장확인,147000000.0,250000,19.27,8.0,10.0,서향,1.0,1.0,가능,32.0,7,p26Fi7V4A8,D플랫폼,2024-10-19,0
TRAIN_1508,현장확인,378000000.0,480000,,2.0,3.0,남향,1.0,1.0,불가능,,5,Z29VX3L4Q7,B플랫폼,2024-12-25,0
TRAIN_1509,서류확인,25000000.0,670000,29.58,8.0,16.0,동향,1.0,1.0,가능,50.0,8,G52Iz8V2B9,F플랫폼,2024-07-14,0
TRAIN_1510,현장확인,15000000.0,350000,39.6,2.0,3.0,남향,2.0,1.0,불가능,,0,b47Pi9K2Q5,B플랫폼,2024-10-12,0
TRAIN_1511,현장확인,191000000.0,630000,,4.0,5.0,동향,2.0,1.0,불가능,,0,A72Mx9C8U2,B플랫폼,2024-11-05,0
TRAIN_1512,현장확인,22500000.0,110000,,,5.0,북향,2.0,1.0,가능,,3,Z29VX3L4Q7,B플랫폼,2025-01-04,0
TRAIN_1513,현장확인,334500000.0,560000,21.77,10.0,21.0,남향,1.0,1.0,가능,33.0,0,G52Iz8V2B9,B플랫폼,2024-05-17,0
TRAIN_1514,현장확인,345500000.0,250000,29.98,4.0,7.0,남서향,2.0,1.0,가능,21.0,0,N05KP7O5Q1,A플랫폼,2024-12-22,0
TRAIN_1515,현장확인,374500000.0,350000,23.14,,6.0,남향,1.0,1.0,가능,5.0,0,X71Iq5L2C6,A플랫폼,2024-08-25,1
TRAIN_1516,현장확인,33000000.0,80000,,2.0,3.0,서향,1.0,1.0,불가능,,7,Y04yg0T7Z5,B플랫폼,2024-09-24,0
TRAIN_1517,현장확인,14500000.0,700000,29.07,5.0,13.0,서향,2.0,2.0,불가능,36.0,12,G52Iz8V2B9,B플랫폼,2024-03-02,0
TRAIN_1518,현장확인,23000000.0,290000,,,5.0,북서향,2.0,1.0,불가능,,0,H90uE4C0W5,A플랫폼,2024-09-19,0
TRAIN_1519,현장확인,125500000.0,260000,,2.0,4.0,남동향,2.0,1.0,불가능,,9,U23Rp8G8B9,D플랫폼,2024-07-29,1
TRAIN_1520,서류확인,27500000.0,560000,33.63,17.0,20.0,남향,1.0,1.0,가능,42.0,20,G52Iz8V2B9,A플랫폼,2024-06-09,0
TRAIN_1521,현장확인,187500000.0,650000,26.34,3.0,3.0,동향,1.0,1.0,가능,39.0,6,G52Iz8V2B9,A플랫폼,2023-11-11,0
TRAIN_1522,현장확인,100000000.0,180000,,5.0,7.0,서향,1.0,1.0,불가능,6.0,13,K86UF7I0P3,C플랫폼,2023-07-02,1
TRAIN_1523,현장확인,326500000.0,620000,17.5,,14.0,동향,1.0,1.0,가능,104.0,4,r82ax9M3U3,B플랫폼,2024-12-17,0
TRAIN_1524,현장확인,178000000.0,140000,31.68,5.0,5.0,동향,1.0,1.0,불가능,41.0,7,G52Iz8V2B9,A플랫폼,2024-09-21,0
TRAIN_1525,서류확인,181000000.0,690000,,3.0,4.0,북향,1.0,1.0,불가능,,13,X95Bu4S5H2,B플랫폼,2024-04-25,1
TRAIN_1526,현장확인,30000000.0,20000,30.51,9.0,9.0,동향,1.0,1.0,불가능,28.0,0,G52Iz8V2B9,B플랫폼,2023-10-09,0
TRAIN_1527,서류확인,123000000.0,630000,33.05,2.0,3.0,남동향,2.0,1.0,불가능,,0,R51nD5V3T5,A플랫폼,2025-01-13,0
TRAIN_1528,전화확인,154000000.0,230000,,3.0,4.0,서향,1.0,1.0,불가능,,0,o80Xg3Q1Q7,D플랫폼,2024-10-24,0
TRAIN_1529,현장확인,134500000.0,40000,17.5,13.0,13.0,남향,1.0,1.0,가능,38.0,10,G52Iz8V2B9,A플랫폼,2024-07-24,0
TRAIN_1530,현장확인,85000000.0,580000,,3.0,6.0,북향,1.0,1.0,불가능,,4,w37Qk3B9D2,B플랫폼,2023-09-04,1
TRAIN_1531,현장확인,194000000.0,310000,17.5,8.0,8.0,서향,1.0,1.0,가능,7.0,12,J52gJ2E4T6,C플랫폼,2024-11-11,0
TRAIN_1532,현장확인,172500000.0,480000,,3.0,7.0,남서향,1.0,1.0,불가능,,8,m69GM9O9B3,B플랫폼,2024-08-02,0
TRAIN_1533,현장확인,6500000.0,150000,29.81,6.0,7.0,동향,2.0,1.0,가능,12.0,0,k87TR0Q8N4,A플랫폼,2024-10-05,0
TRAIN_1534,현장확인,109000000.0,130000,38.43,4.0,5.0,서향,2.0,1.0,불가능,5.0,0,W02qh9Z4E0,E플랫폼,2023-11-28,1
TRAIN_1535,현장확인,96000000.0,510000,41.65,,9.0,동향,2.0,1.0,가능,50.0,13,r82ax9M3U3,B플랫폼,2024-12-31,0
TRAIN_1536,현장확인,114500000.0,180000,22.71,14.0,16.0,동향,1.0,1.0,가능,37.0,9,G52Iz8V2B9,B플랫폼,2023-11-05,0
TRAIN_1537,현장확인,79500000.0,540000,,2.0,3.0,북향,1.0,1.0,불가능,,0,e06Bg9W8S5,D플랫폼,2024-04-11,1
TRAIN_1538,전화확인,159000000.0,710000,,2.0,4.0,남향,1.0,1.0,불가능,,10,o80Xg3Q1Q7,D플랫폼,2025-01-07,0
TRAIN_1539,서류확인,187500000.0,410000,17.5,4.0,4.0,동향,1.0,1.0,불가능,,0,H27VL2C4C3,B플랫폼,2024-12-06,0
TRAIN_1540,현장확인,115500000.0,360000,26.27,12.0,19.0,남서향,1.0,1.0,가능,19.0,10,G52Iz8V2B9,B플랫폼,2024-12-11,0
TRAIN_1541,현장확인,33000000.0,230000,21.88,4.0,6.0,북동향,1.0,1.0,가능,8.0,25,A18IU3D9M4,B플랫폼,2024-10-21,0
TRAIN_1542,현장확인,33000000.0,580000,26.44,2.0,3.0,남동향,2.0,1.0,불가능,,3,a15xR3G4V0,A플랫폼,2024-12-19,0
TRAIN_1543,현장확인,166500000.0,140000,26.02,2.0,5.0,동향,1.0,1.0,불가능,33.0,0,G52Iz8V2B9,A플랫폼,2024-03-15,0
TRAIN_1544,현장확인,24500000.0,160000,22.11,2.0,7.0,서향,1.0,1.0,가능,3.0,0,G52Iz8V2B9,A플랫폼,2023-09-29,0
TRAIN_1545,서류확인,141000000.0,170000,19.35,2.0,6.0,서향,1.0,1.0,불가능,,9,K25cF2K7X6,B플랫폼,2024-09-13,0
TRAIN_1546,전화확인,335500000.0,640000,,2.0,3.0,남동향,2.0,1.0,불가능,,0,J00Mu6V1D3,D플랫폼,2024-10-06,1
TRAIN_1547,전화확인,372500000.0,740000,22.87,8.0,9.0,남향,2.0,1.0,가능,,10,w37Qk3B9D2,B플랫폼,2024-09-29,0
TRAIN_1548,현장확인,374000000.0,610000,,3.0,3.0,동향,1.0,1.0,불가능,,0,b03oE4G3F6,A플랫폼,2024-10-19,0
